"OOB_T_density","normal_sims","laplace_sims_mae","laplace_sims_rmse","oob_rmse_T","oob_mae_T"
-0.377891156462585,0.20772597525468,-0.165101214339492,-0.0748534269192019,0.197562119674835,0.114881692865174
-0.0101827887666975,-0.195246211018677,0.0344203518592505,0.550117095226015,0.197562119674835,0.114881692865174
0,0.142729726021897,0.0933467851535913,-0.474401460234914,0.197562119674835,0.114881692865174
-0.0470196063671005,-0.195812792022857,-0.206869400634812,0.287939882495214,0.197562119674835,0.114881692865174
-0.314550264550265,-0.0990680523984132,-0.0293158273941068,0.116761675391482,0.197562119674835,0.114881692865174
0.000018031663601259,0.0762017501197761,-0.0263297430497693,-0.684280817412478,0.197562119674835,0.114881692865174
-0.492305799742304,-0.212112072986214,-0.0953140773437252,0.368923414090381,0.197562119674835,0.114881692865174
-0.549164645793581,0.0494122342759115,-0.00487876141927671,-0.687880411402066,0.197562119674835,0.114881692865174
0.00689655172413794,-0.285366286267422,0.0168589468040677,-0.0503754745437408,0.197562119674835,0.114881692865174
0.00150946282271591,-0.0247397726701855,0.097274343010739,-0.151249212030901,0.197562119674835,0.114881692865174
0.0110208376493336,-0.382767996777918,0.0596119038178085,0.0255324657938981,0.197562119674835,0.114881692865174
0.223226445991809,-0.224628081020431,0.166500143176509,0.226577735728562,0.197562119674835,0.114881692865174
-0.066330647634705,-0.227369325992577,-0.0562935660241217,-0.0286187967409971,0.197562119674835,0.114881692865174
0.038054288054288,-0.0406869648072157,-0.426055182153039,-0.084271766296985,0.197562119674835,0.114881692865174
-0.333530873864366,0.0377229266339269,-0.0810444937879041,0.346053305718236,0.197562119674835,0.114881692865174
-0.455815544608648,-0.275809579656263,-0.148577210587449,0.198588692946356,0.197562119674835,0.114881692865174
-0.00829415621277174,0.00557911021773757,-0.275540382116247,-0.302353983995075,0.197562119674835,0.114881692865174
-0.0905405405405405,-0.0899599505892888,0.403267853011269,-0.0449369373319612,0.197562119674835,0.114881692865174
-0.0328930083199533,0.184053038064593,0.244670319408635,-0.340566934242558,0.197562119674835,0.114881692865174
0.0131172839506173,0.0945998554874858,-0.0834096484663028,0.430305505103366,0.197562119674835,0.114881692865174
0,-0.113702109140739,0.220964601014088,0.271766977523769,0.197562119674835,0.114881692865174
0.163367346938776,0.0431704349745207,0.369974243523156,0.155693848244856,0.197562119674835,0.114881692865174
-0.271634201092965,0.135996755641596,-0.0101595289814143,0.052405881969082,0.197562119674835,0.114881692865174
0.465415047771414,-0.125079642173122,-0.0114748915283129,-0.205861350256878,0.197562119674835,0.114881692865174
0,0.431853250576485,-0.0195768241705578,0.0145328441108611,0.197562119674835,0.114881692865174
-0.0172470779835209,-0.136320409498214,0.00296175874973703,0.122428631000983,0.197562119674835,0.114881692865174
0.572700849979622,0.322799867622498,-0.0517279977131809,0.0157327567722389,0.197562119674835,0.114881692865174
0.101801801801802,-0.120594237297393,0.0584818979907744,-0.0313003721741398,0.197562119674835,0.114881692865174
-0.14360705351559,0.180507659733013,0.134024782528717,0.469735372323938,0.197562119674835,0.114881692865174
-0.0997212424941039,-0.0193220550482522,0.0126410530831576,0.363415018987281,0.197562119674835,0.114881692865174
-0.0731215067076082,0.00591084534278028,0.077299260726429,0.0206011723972825,0.197562119674835,0.114881692865174
-0.0216794234375681,-0.312937559169679,-0.808814660448662,-0.0829854703674982,0.197562119674835,0.114881692865174
-0.264285714285714,-0.387993150319976,0.0552784172483132,-0.385324131757564,0.197562119674835,0.114881692865174
0.0691094076655052,0.337125233051325,-0.0187906787644611,0.106519695862796,0.197562119674835,0.114881692865174
0.00347222222222221,0.120633799495991,0.0292550244565673,0.120242364751331,0.197562119674835,0.114881692865174
0.033315565031983,0.320016164736362,0.00938609249317221,0.0408104565158076,0.197562119674835,0.114881692865174
0,-0.168207486499995,0.0287739233799649,0.000709967766933061,0.197562119674835,0.114881692865174
0.0148809523809523,-0.0848619315376311,0.0850409871110161,-0.488248076129966,0.197562119674835,0.114881692865174
0.00375939849624063,-0.0860232536389295,-0.0298900605765872,0.151667738684762,0.197562119674835,0.114881692865174
0,0.223820077682012,-0.145897424180846,0.490982925053226,0.197562119674835,0.114881692865174
0.00252525252525249,0.0669502886831217,-0.130424773544229,0.0777440315192982,0.197562119674835,0.114881692865174
-0.32333152958153,-0.068062318827899,-0.14758925257996,-0.00882640463910639,0.197562119674835,0.114881692865174
0.0256410256410257,0.0940794828480636,-0.166971405868953,-0.0120890762871503,0.197562119674835,0.114881692865174
0.0294117647058824,0.0410955575519857,-0.336086191746197,-0.0666302272227837,0.197562119674835,0.114881692865174
-0.0773127734334631,-0.236474738279629,-0.00488264192023139,-0.393146017602646,0.197562119674835,0.114881692865174
-0.121869463115122,-0.0313374834140982,0.118692110257347,-0.115159156039942,0.197562119674835,0.114881692865174
-0.0191977111267685,-0.307748598538248,0.08356742724343,0.0837673200094769,0.197562119674835,0.114881692865174
-0.0131752993595099,-0.0166183989343018,0.112319683125308,0.0501750583774562,0.197562119674835,0.114881692865174
-0.267741220782098,-0.0121424011416816,0.090875159479136,0.186018498548971,0.197562119674835,0.114881692865174
0.00732838589981444,0.204766358220554,-0.0637564221491548,-0.249528478893522,0.197562119674835,0.114881692865174
0.0146198830409356,0.0892364510240615,0.290352325415905,-0.277574789575161,0.197562119674835,0.114881692865174
0.456862402282322,-0.358937864890494,0.0974108942747315,-0.0840849950949441,0.197562119674835,0.114881692865174
0.0395721129063794,-0.0429828133807418,0.0348402792139492,-0.00584903071226836,0.197562119674835,0.114881692865174
0.0142857142857142,0.513314432765338,-0.0813601662764587,0.693814864944385,0.197562119674835,0.114881692865174
0,-0.142973121588484,-0.138218469174135,-0.020587602170255,0.197562119674835,0.114881692865174
-0.019946999833057,0.22652882589034,-0.370057474247377,0.00630011146872123,0.197562119674835,0.114881692865174
-0.377400377400377,-0.126509220656154,-0.0588201247734533,0.29300765549341,0.197562119674835,0.114881692865174
-0.0177859677859678,0.3382254668588,-0.00225083669569173,-0.0966088345437384,0.197562119674835,0.114881692865174
-0.0137377095636421,-0.25116995839807,-0.0533692236117574,0.191981260079732,0.197562119674835,0.114881692865174
-0.0113165681525893,-0.167585306279312,0.0543926159093407,0.432722652197003,0.197562119674835,0.114881692865174
0.264615637702848,-0.293202998752802,0.10640642723217,0.356073610493919,0.197562119674835,0.114881692865174
-0.0339802943969611,0.259032638401546,-0.203874201384044,-0.110450907115715,0.197562119674835,0.114881692865174
-0.591631605788232,-0.203244386483758,-0.0870073187451317,-0.0746391663977376,0.197562119674835,0.114881692865174
-0.368037929720155,0.127067401147878,0.0184815462600061,0.167907765408163,0.197562119674835,0.114881692865174
-0.113863025650048,-0.28369452564343,-0.0930345875912413,0.115615662013039,0.197562119674835,0.114881692865174
0.000340558059452101,-0.20738899459543,-0.0513420300895247,-0.0366500621486832,0.197562119674835,0.114881692865174
-0.184060461143475,-0.170363921650538,0.130997388910985,0.242509028054294,0.197562119674835,0.114881692865174
0,-0.0071874219823493,-0.0965512790825698,0.182697105006189,0.197562119674835,0.114881692865174
0.205772037668589,-0.0546008635509212,-0.140189056561097,0.0584815752736121,0.197562119674835,0.114881692865174
0.0991341991341992,-0.636782746309925,0.0753266467815854,0.241015848929701,0.197562119674835,0.114881692865174
0.0710648148148149,-0.502500762113127,-0.394634352600605,0.345392060918134,0.197562119674835,0.114881692865174
0.0000589622641509191,-0.301470770318063,-0.0927663749385176,-0.626762496459027,0.197562119674835,0.114881692865174
